id,title,content,label
881,"affordable and satisfied","Decent room. Cheaper than Value Hotel - Balestier and no 10% service charge which can save more! 
Furniture is quite new, better than Fragrance hotel - Balestier.","Facilities & Services"
882,"Fragrance Hotel Rose","Made booking on behalf of a friend. Friend stayed 4 nites. Convenient, clean and quiet. Only setback, the toilet door was faulty.... unable to close or lock properly. Overall satisfied. Will come back in future.","Facilities & Services"
883,"Nice hotel ","Good location and clean hotel.",Location
884,"Good Place Good Price","The room is clean but its too small. I think is enough for solo traveler. The staff is kind and fast response. But this hotel is little bit far from mrt station. So you can use bus or taxi.","Facilities & Services"
885,"Not so good","The room is small , not value for money. The bedsheet is moist. No window. And for hotel management, please repair the bathroom door as the door cant be closed properly. The good thing is there are hawker centre surround the hotel.",Room
886,"Good service from staff",Great,"Facilities & Services"
887,"Short stay basic hotel","Clean and basic amenities. Friendly staff","Facilities & Services"
888,"Clean hotel with basic needs","Although room is small but it is very clean! Good stay for short trip. As there are eateries nearby, it is convenient looking for food. 
","Facilities & Services"
889,Manager,"Good lah",General
890,"Better call it a hostel... ","Lesson learnt. A plve for quickies.... ",General
891,"Nice hotel","Good location nice staff and clean hotel.",Location
892,"Nice hotel","Clean and nice location","Facilities & Services"
893,"The hotel are having loud music.","Overall is fine. Anyway, not going to stay again.","Facilities & Services"
894,"Good location","Nice room, near eateries and central.",Location
895,"Good location",,Location
896,"Kind and Comfortable",,General
897,Economical,"The overall stay was good and fast service, friendly staff and economical.","Facilities & Services"
898,"not clean",,"Facilities & Services"
899,"For budget travellers","The hotel is near to a halal restaurant which was convenient for us. Everywhere else was accessible via bus, so commuting around town was not much of a problem, just had to get the hang of bus routes and timing. All else are just moderate. ",Location
900,"Room too small. Can hear plp walk",,Room
901,"Value for money just to sleep in","Comfortable sleep in",General
902,"Super hotel",,General
903,"nice location",,Location
904,"Nice Budget Hotel","It was a great stay. Hotel was clean and staff were helpfulfriendly. 
I will stay there again.","Facilities & Services"
905,"Clean rooms ",,"Facilities & Services"
906,"nice location",,Location
907,"Small Room","Small Room.",Room
908,"Good Hotel","I feel good",General
909,"It's very fine ","Very fine ",General
910,standart,,General
911,"nice hotel",,General
912,"nice, value for money",,General
913,"peacefully to stay very quiet ","enjoyeble ",General
914,"The price is a bit higher now","The price is a bit higher now... Maybe wont stay again",General
915,"excellent for budget travelers ",,General
916,"good for short stay","Good for short stay",General
917,"Great experience.",,General
918,"Good overall experience.",,General
919,"Good overall experience.",,General
920,"Small Room","Room was really small. Many food choices nearby.",Room
921,"Will stay again","Will stay again if price is oki",General
922,"I will stay again","The stay was oki.. Will stay again if price is ok",General
923,"The price is still oki","The stay is still nice if the price is stilloki",General
924,"Great stay!","The room is small, mostly just the bed and a little table. But it was very clean, making it a great place to stay if youre spending most of your time outside. The location is good, two hawker centers and a market nearby. The staff were really nice, everyone smiling and helpful, even the cleaning lady :) We will definitely stay again!",Room
925,"stay was ok...","I only stayed here for a night. And this hotel is ok for a short stay. The hotel is conveniently located along Balestier Road. There are nearby bus stops and Whampoa Market and Hawker Centre is just a few minutes walk.
They said the hotel is newly renovated. But the bathroom doorknob in my room is old. I cannot close it well because if I will do that I will be locked inside the bathroom and I stayed in the room alone! ",Location
926,"A great stay. ","It was an enjoyable experience. A great place to stay for when youre on a budget. Will definitely come again. ",General
927,"Standard, comfort stay","Overall good, small room, small toilet. The room is bit pack when 3rd person was in. Location near to Bus stop.",Room
928,"Affordable for short stay ","The overall stay is good. The hotel is great for solo traveler and the price is affordable with friendly staff and fast service.","Facilities & Services"
929,"Value for money","Great hotel for budget conscious, clean rooms and hotel, friendly staff, great location. ","Facilities & Services"
930,"Its OK...","Yes...its ok...as we needed to rest.",General
931,"unexpected accommodation for what we had paid","find the room and the toilet was too small and a bit noisy able to hear noise from outside the rooms.",Room
932,"Clean and Affordable Hotel","Extension of stay not easy, need to sign the form and wait until the check out date which is not convenient for us to keep going to the reception during peak hour",General
933,"Cosy newly renovated hotel","Nice newly reno hotel so give it a weekend stay try. Not bad. Jus some card system not yet ready when checked in. Overall is a gd stay. ",General
934,"Clean cozy hotel","Clean room and attentive staff, would be good if theres a mini fridge in the room as well. ","Facilities & Services"
935,"Excellent front office service","This is the first time I have stayed at a Fragrance hotel and I am glad I picked Rose. The room is very small but clean and looks new. Location is good with convenience stores, pubs and a hawker centre within a stone throw. 

What really impressed me about this hotel, however, was the excellent service attitude of the front office staff, especially Miss Camille, who was always very friendly, warmhelpful throughout my stay. Ms Norlelaanother lady receptionist, whom I didnt get the name, were also pleasant. Many of the business class hotels I have stayed in Singapore have much to learn about service culture from these staff! 

Ultimately, its the service attitude of the staff that defines hospitalityI will certainly stay in Fragrance Rose again. Thank you, Ms Camille, for dispelling my apprehension of staying in a budget hotel!","Facilities & Services"
936,"Afordable Hotel","The overall stay is good if you are looking for economical hotel yet clean and has free wifi.",General
937,"Good deal for short stay","The overall stay is good if you are looking for economical hotel yet clean and has free wifi.",General
938,"Nice budget hotel",,General
939,"Great value","Its worth it to stay for people who will do medical checkup and shopping.Its a walking distance to all attraction areas.Highly recommended.",General
940,"Good as you pay","Hotel is good value as you paid.Great location for people who travel and medical checkup.Its only walking distance.Easy access to MRT and shopping.",Location
941,"Very dirty hotel","If it wasnt for the location this hotel would go bust.

Very dirty ",Location
942,Goods,Goods,General
943,"  Exceptional stay....","We stayed for 4 days3 nights (superior triple). The room was spacious with comfortable beds and equipped with modern amenities. Easy access to shopping centers, restaurantsmrt. Impeccable service and security was also good. Exceeded my expectations...",Room
944,location!,"excellent location.. easy to find anything... shopping, food...staff were friendly",Location
945,"value for money","The room is quite big. The room is clean. walking distance to bts station or bus station",Room
946,"Bad Customer Service","Nothing to say the customer service provided is not up to par with that was expected.","Facilities & Services"
947,"food isn't interesting cause no more variations.  the staff in restaurant not welcome.   ","the room is comfortable and clean. ","Facilities & Services"
948,"York hotel","Great location",Location
949,"Good location","Good location, clean hotel",Location
950,"Great location ","Excellent for shopping belt",Location
951,"
                                        ",Good,General
952,Mistake,"Good hotel but some mistake has occurred during booking at agoda.com. I has book room for 4 person as result get just for 2.",General
953,"Singapore Trip in York Hotel","Good area not far from Orchard
Got bigger room on the corner
There were bath tub
Very good environment for children",Location
954,"good place ","gokd place good area",Location
955,"Always use","Use this hotel if come to check up health",Location
956,"
                                        ","No more stay here",General
957,"Average hotel in Orchard","Located in Orchard, but need to walk about 500 m to reach to hotel from main road. Nothing to shout about. Decent price for Orchard located hotel",General
958,"
                                        ","The helpfulness of the duty Manager named Jerry",General
959,"Medical Hotel First Option ","Choose this hotel because I need to go to Mt Elizabeth during my stay , so it was a great option, as the kids also havea great time while stay there 

Location was number one as easy access to go every where, many restaurants are available around",Location
960,"Perfect location ","Nothing else to say we always comeback every years",General
961,"Good hotel, good location","Good hotel. Will stay here again when in Singapore. Breakfast over prices",General
962,"Great location","Location is strategic, near orchard in good value. Recommended ",Location
963,"A bit dated hotel","Walk a bit far from orchard road. ",Location
964,good,"good ",General
965,"
                                        ","We stayed in a triple room with our teenage daughter.We were delighted as it was so spacious.",Location
966,"Good Location","good location near to shopping mall and food center",Location
967,"Nice Hotel","We Stayed 2 night at this hotel. Booked family room for 4 people. The family room is very big with 1 double bed and 2 single beds, the room is clean. Location is good (near orcard road) and hotel staffs also helpful and friendly.
Value for money",Room
968,"Good location","Good location near to shopping place and food center",Location
969,"Good location","Good location near to shopping place and food center",Location
970,"Rooms are clean and big","We stayed here with our kids and we are very satisfied with this hotel. Too bad the rate we got didnt come with breakfast so we just walk to Orchard to get our breakfast fix .... nearest is the Toast Box near the hospital. A bit of walking to get to the MRT but its okay, not too bad. The bed are very very comfortable and they give 1 or 2 liters or bottled water. PERFECT! ",Room
971,"Good location, a bit old","Location is the main advantage. ",Location
972,"Never Bored to stay at this hotel all the time","I booked deluxe triple room and its quite enough for party of 3. The room was clean and excellent service from the housekeeping to fulfill our request fast. I strongly recommend this hotel due to the value of money and its strategic location in Orchard area.",General
973,"Got an upgrade to cabana room","Hotel staffs are very polite and helpful. The room was great, spacious, cosy, peaceful and very quiet. Knwoing its my boyfriends birthday, they gave a complimentary fruit and cake! Thank you For the great stay! ",Room
974,"Good htl","Near orchard n shopping",Location
975,"Great hotel in a great location","Stayed here after a disaster at another hotel. Everything was great and it was a very short walk to Orchard Road. There is a great food court in the shopping mall just down the road",Location
976,"Dekat paragon ","Dekat mount e",Location
977,"Dekat rs mount E","Dibelakang paragaon dekat mount e",Location
978,"Clean ","Near a mount elisabhet hospital",Location
979,"NICE BED AND BIG ROOM","STAY HERE COZ ITS NEAR THE ELIZABETH HOSPITAL, AND IT JUST A SHORT WALK TO ORCHARD ROAD. JUST THE BUILDING LOOKS OLD",Room
980,"Nice hotel","The hotel very nice and near to Far East Plaza",Location
981,Good,Nice,General
982,"Good location ","Stayed here more than 10 times, located in a quieter part of orchard road, just 5 minutes walk from mount elizabeth, paragon, scotts,etc. This time I need to reschedule my trip last minute, agoda and the hotel staff were very helpful, i even get upgraded to the family room for free. ",Location
983,"Hotel in nice location","Room was big for family 4 people, clean, friendly staff, the location is good even a little bit far from MRT station, but can walk a while in such a homy street near Paragon and Mt E hospital.",Location
984,"the slowest interent ever in sing hotel","first 4 hoursat he hotel I spent on the phone with support from the philpines
with the local technician and floor mngr every body try but the internet was about 1-2 mb speed after lots of things change room got around 20 mb speed .they waived the charge of 12.85 sgd but still a guest should not spent all this time to get reasonable internet especially if ur on buissnes trip
time is money but only in there direction my time is free of charge?","Facilities & Services"
985,"value for money","The price is quite good for hotel in orchard. but not so near if you use MRT/bus",General
986,"Value for money","Price is quite good for hotel in orchard. But if you use bus/mrt it is not so near.",General
987,"Vacation Singapore","Very nice ",General
988,"covenient location, reasonable rate, clean room ","This is the 3rd time weve stayed at York Hotel. The location of the hotel is very convenient, walking distance to orchard road. The hotel staff is helpful. The room is quite clean but a little too small when a baby cot is kept inside. 
Over all, its always a good experience!! ",Location
989,"Great stay","Enjoyed. ",General
990,"Good enough for us visit Orchard road.","Good enough for us visit Orchard road.",Location
991,"Family Vacation visit to Singapore","Great Location, Helpful staff. Excellent Rooms and services. May be improvement needed in Food menu as this is very costly.",Location
992,"
                                        ","Everything is good , wifi is not so good at night only",General
993,"exceptional ","we were here at the end of our cruise and it was my husbands 50th birthday the day we checked in. In our room was a beautiful cake. it was a surprise but a welcomed one. The hotel was close to everything and we were very happy with the room, service and the hotel in general. 
excellent!",Location
994,"Excellent !","Friendly Service ! Great Location ! Value for Money !",General
995,"Love the family room","Love that they have family room with 1 double bed and 1 twin bed. Room is big enough for the 4 of us with big wardrobe and room space. Staffs were all nice and helpful. Love this hotel",Room
996,"Convenient ","The hotel is conveniently located in the heart of the city, with nearby shopping malls and eateries.",Location
997,Location,"This is my favorite hotel when I want to stay nearby orchard road. We book the family room, it was very spacious for 4-5 people with spacious room. This is a good hotel but not all the staff performance are the same! Some are not friendly at all and I think this is what bring down the review ",Location
998,Good,"The facility is good.","Facilities & Services"
999,"It was alright","The hallway of the rooms stink, the room was spacious, it wasnt bad. We just stayed for one night, it was ok",Room
1000,"This hotel is in very good location .... lots of restaurants nearby.   Only 5 - 10 minutes to Ochard","I am a regular customer in this hotel.The staff especially concierge are very friendly... food excellent but service is no good..... Used to be in the restaurant the service was very good and attentive....... but during our stay......the service in the restaurant was not good...... ",Location
