id,title,content,label
214,"so so","Stay for 3 nights. Everything just so so.
Small room like other budget hotel, bed and pillow not really comfort, but it was okay. Shower room/toilet not really good, bad smells for a day.
Near MRT, Bus Stop, minimarket. 
Beware other Fragrance Hotel here, there are 2 Fragrance Hotel in Lavender area.","Facilities & Services"
215,"average comfy. great location ","OK. ",Location
216,"Great Location ","The stay was just Great, nice to MRT, just beside to the main road, easy to find.
there were also convenient store , food store , McDonalds, Burger King nearby, quite a strategic location.",Location
217,"Really bad ","This is the worst hotel that ive been in in my life . .. for european stay away from this hotel , my husband is european and he hates it .we wont come back to this hotel again ",General
218,"Room review",Nice,General
219,"Budget Hotel ","Good Location. ",Location
220,"First stay at fragrance lavender",,General
221,"Close to MRT ","hotel is only good for short time stay. not recommended for families as its evidently for quickies",Location
222,"Suitable for ""sleep and bath only"" stay","it was really helpful that they accommodate the request for early check-in so we can maximize our time for venturing around Singapore on day of arrival. The location is the advantage as it near to Lavender MRT and food stalls is available nearby. 

a little distraction is the presence of housekeeping trolley in a very tight gangway which obstruct our movement in a space which has already cramped. Other neglected small, but we feel it as basic,issue is the absence of trash bin in the room","Facilities & Services"
223,location,,Location
224,"Good location",,Location
225,"Unexpected experience","The room is small and uncleaned, smelly (need to change the carpet).",Room
226,"Good location, but the room too small","I stayed in the same time when they had renovation. So, it was not so good experience. The room is too small, not so clean... noisy.",Room
227,"Budget and Central Location","Suitable for budget travellers who just need a bed to sleep. Near places to eat and buy groceries. Travel agents around the hotel normally sell discounted attraction tickets. ",Location
228,"Noisy, Smelly, Windows cannot be opened","The reviews are all true. Its noisy, smelly and seems to be available for short time 2 hour rental. Which is called a transit-2 hour rental. So anyway. Please dont stay here if you are in Singapore for a holiday or staying more than 1 day. You will regret not paying a little bit more for a better hotel.","Facilities & Services"
229,Average,,General
230,"Space is small for two people living here.","Acceptable, tile floor is clean, but under the bed is not so clean, saw a tissue not removed after house keeping.","Facilities & Services"
231,convenience,,General
232,"Muld and humidity everywhere","Dont book the room without windows as they are full of muld and humidity .shameful for the hotel to offer those rooms in such terrible conditions! Staff unfriendly, hotel all in all dirty and old, if you want to sleep decent and quite actually you are forced to spend more in singapore, fir 65 euro you get only muld and humidity like this fragrance lavender hotel. ","Facilities & Services"
233,"Noisy and Smely","This is a hotel where patron rent 2 hours for SGD 30 for their activity.The aircond is smelly and the room is smell with smoking.3 am in the morning staff still cleaning the room, very noisy.not recommended to stay","Facilities & Services"
234,"a value hotel, near the mrt station",,Location
235,"It is what it says on the label","Perfectly acceptable 2Star place to stay if you dont need luxury and just need a place to crash. Nothing fancy at all but tolerable",General
236,"Fragrance Hotel - Lavender",-,General
237,"A love motel","Appears the hotel is mainly used by local couples for some privacy. Good price for Singapore, room small but clean. Easy to get to/from airport via MRT (S$1.40) and downtown. Food hall opposite in mall. Staff helpful, wifi in room.",General
238,"Fragrant lobby",Fine,General
239,Normal,"It was overall a decent stay, a normal budget hotel.",General
240,"Awesome customer service and support ","GREAT.... I will be returning to Singapore because of the Fragrance Hotel ","Facilities & Services"
241,"Good budget hotel","was a good hotel",General
242,basic,"Younger front desk personnel were niceand friendly.Older supervisors were not. Rooms are small. Shower and toilet too tight and everything gets wet as there is no divider. Only location is good.near stores, rail station and places to eat l","Facilities & Services"
243,"Great ","Very near from MRT lavender and from mustafa shopping mall the rooms are small but its clean 

",Location
244,"Fragrance Hotel - Lavender","was told by a local that its mostly used which explaines why people looked at me funny when I told them where i was staying",General
245,"Acceptable budget hotel","Adequate for sleeping. Not a destination hotel",General
246,"Very small room hotel","-very small room-but close to MRT station-bedsheet is not very clean",Room
247,"In agoda says free wifi,in the hotel entrance says","In the agoda says free wifi,at te hotel enterance is written free wifi,But they charged me 10usd a day for InternetAre you kidding me ???Dirty bedsheets.disgusting","Facilities & Services"
248,clealiness,,"Facilities & Services"
249,"simple minimalist hotel","the frontdesk staff-Shanthi was rude. very small room, bed not so comfy","Facilities & Services"
250,"Ideal location if you like beach road","Pleasant stay",Location
251,"good location","It was good. The room is small but we just need a place to sleep and out most of the day",Room
